"JournalKey","PreparerKey","Source","Date"
2142,1470,"Source 3","2020-08-27T05:00:00.000Z"
2143,834,"Source 3","2020-06-03T05:00:00.000Z"
2144,1979,"Source 2","2019-09-21T05:00:00.000Z"
2145,4099,"Source 4","2019-08-27T05:00:00.000Z"
2146,7768,"Source 4","2018-02-24T05:00:00.000Z"
2147,7651,"Source 4","2018-08-24T05:00:00.000Z"
2148,985,"Source 5","2020-02-01T05:00:00.000Z"
2149,10946,"Source 4","2020-08-12T05:00:00.000Z"
2150,10076,"Source 4","2020-02-16T05:00:00.000Z"
2151,2780,"Source 4","2019-03-12T05:00:00.000Z"
2152,5722,"Source 2","2019-07-30T05:00:00.000Z"
2153,8920,"Source 1","2020-12-14T05:00:00.000Z"
2154,3478,"Source 5","2019-08-01T05:00:00.000Z"
2155,9281,"Source 5","2020-05-17T05:00:00.000Z"
2156,7670,"Source 4","2019-07-29T05:00:00.000Z"
2157,4113,"Source 3","2018-03-28T05:00:00.000Z"
2158,8743,"Source 4","2020-05-13T05:00:00.000Z"
2159,8642,"Source 5","2018-06-14T05:00:00.000Z"
2160,5678,"Source 2","2019-12-07T05:00:00.000Z"
2161,122,"Source 5","2019-01-20T05:00:00.000Z"
2162,7018,"Source 2","2018-04-12T05:00:00.000Z"
2163,7504,"Source 1","2018-05-08T05:00:00.000Z"
2164,3945,"Source 5","2018-03-19T05:00:00.000Z"
2165,3997,"Source 3","2020-10-03T05:00:00.000Z"
2166,9510,"Source 4","2020-01-20T05:00:00.000Z"
2167,4313,"Source 5","2019-12-09T05:00:00.000Z"
2168,3137,"Source 5","2018-12-17T05:00:00.000Z"
2169,8577,"Source 2","2019-10-08T05:00:00.000Z"
2170,9520,"Source 5","2019-01-03T05:00:00.000Z"
2171,2412,"Source 4","2019-08-15T05:00:00.000Z"
2172,1251,"Source 3","2018-11-05T05:00:00.000Z"
2173,4933,"Source 1","2018-10-06T05:00:00.000Z"
2174,237,"Source 1","2019-10-07T05:00:00.000Z"
2175,9578,"Source 2","2020-10-07T05:00:00.000Z"
2176,9889,"Source 4","2019-05-13T05:00:00.000Z"
2177,8321,"Source 1","2018-07-12T05:00:00.000Z"
2178,3327,"Source 3","2019-07-18T05:00:00.000Z"
2179,8794,"Source 4","2019-12-11T05:00:00.000Z"
2180,3850,"Source 4","2018-11-08T05:00:00.000Z"
2181,11307,"Source 1","2020-06-29T05:00:00.000Z"
2182,8271,"Source 5","2020-08-28T05:00:00.000Z"
2183,10135,"Source 2","2020-09-29T05:00:00.000Z"
2184,4885,"Source 3","2020-05-10T05:00:00.000Z"
2185,82,"Source 3","2020-01-24T05:00:00.000Z"
2186,10140,"Source 3","2020-09-29T05:00:00.000Z"
2187,8536,"Source 2","2019-03-25T05:00:00.000Z"
2188,10539,"Source 2","2020-10-19T05:00:00.000Z"
2189,1057,"Source 4","2019-11-26T05:00:00.000Z"
2190,6158,"Source 5","2020-07-25T05:00:00.000Z"
2191,364,"Source 5","2019-11-14T05:00:00.000Z"
2192,9341,"Source 5","2020-05-02T05:00:00.000Z"
2193,9356,"Source 1","2020-11-01T05:00:00.000Z"
2194,6564,"Source 5","2018-09-07T05:00:00.000Z"
2195,11875,"Source 1","2018-04-07T05:00:00.000Z"
2196,11707,"Source 5","2019-08-07T05:00:00.000Z"
2197,9209,"Source 5","2019-01-30T05:00:00.000Z"
2198,9711,"Source 1","2020-07-19T05:00:00.000Z"
2199,600,"Source 3","2020-08-28T05:00:00.000Z"
2200,7968,"Source 2","2019-02-22T05:00:00.000Z"
2201,3041,"Source 2","2019-11-01T05:00:00.000Z"
2202,5338,"Source 1","2018-08-07T05:00:00.000Z"
2203,11623,"Source 3","2020-03-10T05:00:00.000Z"
2204,2084,"Source 2","2019-02-18T05:00:00.000Z"
2205,3149,"Source 5","2020-12-15T05:00:00.000Z"
2206,11418,"Source 1","2019-09-24T05:00:00.000Z"
2207,461,"Source 2","2018-09-15T05:00:00.000Z"
2208,4576,"Source 2","2018-03-31T05:00:00.000Z"
2209,5166,"Source 4","2020-03-09T05:00:00.000Z"
2210,7875,"Source 4","2019-09-08T05:00:00.000Z"
2211,6770,"Source 2","2020-01-26T05:00:00.000Z"
2212,8694,"Source 3","2018-12-23T05:00:00.000Z"
2213,11529,"Source 3","2020-03-09T05:00:00.000Z"
2214,2752,"Source 3","2018-01-20T05:00:00.000Z"
2215,1015,"Source 5","2018-05-22T05:00:00.000Z"
2216,8475,"Source 1","2019-11-08T05:00:00.000Z"
2217,11720,"Source 2","2019-11-10T05:00:00.000Z"
2218,8756,"Source 5","2018-05-08T05:00:00.000Z"
2219,9987,"Source 3","2018-09-14T05:00:00.000Z"
2220,10767,"Source 2","2019-10-11T05:00:00.000Z"
2221,6007,"Source 4","2019-04-22T05:00:00.000Z"
2222,9132,"Source 1","2018-01-20T05:00:00.000Z"
2223,9120,"Source 3","2019-04-20T05:00:00.000Z"
2224,9285,"Source 4","2020-12-15T05:00:00.000Z"
2225,3587,"Source 3","2020-11-30T05:00:00.000Z"
2226,1701,"Source 5","2019-09-26T05:00:00.000Z"
2227,11003,"Source 5","2019-12-24T05:00:00.000Z"
2228,6923,"Source 4","2019-10-20T05:00:00.000Z"
2229,9666,"Source 4","2020-02-19T05:00:00.000Z"
2230,432,"Source 4","2018-10-19T05:00:00.000Z"
2231,2941,"Source 3","2020-08-16T05:00:00.000Z"
2232,6338,"Source 2","2019-05-15T05:00:00.000Z"
2233,8831,"Source 1","2018-01-16T05:00:00.000Z"
2234,2197,"Source 5","2020-03-31T05:00:00.000Z"
2235,274,"Source 2","2020-09-01T05:00:00.000Z"
2236,1519,"Source 4","2018-10-26T05:00:00.000Z"
2237,473,"Source 1","2019-04-22T05:00:00.000Z"
2238,6993,"Source 4","2018-10-10T05:00:00.000Z"
2239,11047,"Source 2","2019-06-10T05:00:00.000Z"
2240,6168,"Source 3","2020-04-10T05:00:00.000Z"
2241,7407,"Source 5","2018-03-24T05:00:00.000Z"
2242,2248,"Source 4","2020-02-13T05:00:00.000Z"
2243,6209,"Source 3","2020-09-03T05:00:00.000Z"
2244,978,"Source 2","2019-03-17T05:00:00.000Z"
2245,1097,"Source 3","2019-05-03T05:00:00.000Z"
2246,4922,"Source 2","2019-06-10T05:00:00.000Z"
2247,990,"Source 3","2018-02-28T05:00:00.000Z"
2248,11316,"Source 3","2020-05-13T05:00:00.000Z"
2249,2808,"Source 5","2019-11-23T05:00:00.000Z"
2250,7465,"Source 1","2020-08-29T05:00:00.000Z"
2251,1340,"Source 4","2020-12-29T05:00:00.000Z"
2252,6992,"Source 4","2019-02-05T05:00:00.000Z"
2253,7266,"Source 3","2019-01-03T05:00:00.000Z"
2254,3247,"Source 2","2020-04-04T05:00:00.000Z"
2255,2799,"Source 4","2018-04-21T05:00:00.000Z"
2256,1646,"Source 1","2020-08-01T05:00:00.000Z"
2257,7697,"Source 4","2019-10-14T05:00:00.000Z"
2258,4753,"Source 5","2019-05-17T05:00:00.000Z"
2259,10970,"Source 1","2020-02-13T05:00:00.000Z"
2260,725,"Source 3","2020-01-28T05:00:00.000Z"
2261,6827,"Source 3","2019-08-05T05:00:00.000Z"
2262,10141,"Source 1","2018-02-22T05:00:00.000Z"
2263,6890,"Source 4","2018-09-12T05:00:00.000Z"
2264,9342,"Source 4","2018-10-02T05:00:00.000Z"
2265,3417,"Source 5","2020-08-07T05:00:00.000Z"
2266,9725,"Source 4","2019-06-09T05:00:00.000Z"
2267,3967,"Source 2","2018-03-28T05:00:00.000Z"
2268,8975,"Source 1","2018-11-13T05:00:00.000Z"
2269,5233,"Source 4","2018-06-19T05:00:00.000Z"
2270,9523,"Source 1","2018-03-10T05:00:00.000Z"
2271,1217,"Source 4","2018-01-27T05:00:00.000Z"
2272,9122,"Source 4","2020-03-25T05:00:00.000Z"
2273,3864,"Source 3","2018-11-20T05:00:00.000Z"
2274,10576,"Source 4","2020-09-19T05:00:00.000Z"
2275,5168,"Source 4","2018-12-11T05:00:00.000Z"
2276,819,"Source 4","2019-09-03T05:00:00.000Z"
2277,6809,"Source 5","2018-01-26T05:00:00.000Z"
2278,8349,"Source 5","2019-07-24T05:00:00.000Z"
2279,10954,"Source 4","2019-03-05T05:00:00.000Z"
2280,7184,"Source 4","2018-07-10T05:00:00.000Z"
2281,6716,"Source 2","2018-10-16T05:00:00.000Z"
2282,2012,"Source 4","2019-01-22T05:00:00.000Z"
2283,2919,"Source 3","2018-08-24T05:00:00.000Z"
2284,2265,"Source 5","2018-11-26T05:00:00.000Z"
2285,5050,"Source 5","2019-03-13T05:00:00.000Z"
2286,7986,"Source 4","2018-02-04T05:00:00.000Z"
2287,8522,"Source 4","2018-12-23T05:00:00.000Z"
2288,9216,"Source 4","2019-03-26T05:00:00.000Z"
2289,2674,"Source 2","2020-06-08T05:00:00.000Z"
2290,11484,"Source 5","2019-02-02T05:00:00.000Z"
2291,4098,"Source 1","2019-01-01T05:00:00.000Z"
2292,11936,"Source 1","2018-12-24T05:00:00.000Z"
2293,10847,"Source 1","2018-10-04T05:00:00.000Z"
2294,1533,"Source 4","2019-11-12T05:00:00.000Z"
2295,9206,"Source 3","2020-03-25T05:00:00.000Z"
2296,11937,"Source 3","2019-06-12T05:00:00.000Z"
2297,8534,"Source 1","2020-04-13T05:00:00.000Z"
2298,8711,"Source 3","2019-09-17T05:00:00.000Z"
2299,8204,"Source 2","2018-07-25T05:00:00.000Z"
2300,2631,"Source 2","2019-04-03T05:00:00.000Z"
2301,4564,"Source 4","2018-08-26T05:00:00.000Z"
2302,5576,"Source 1","2019-03-07T05:00:00.000Z"
2303,2462,"Source 5","2020-04-26T05:00:00.000Z"
2304,8132,"Source 1","2018-09-01T05:00:00.000Z"
2305,36,"Source 5","2020-05-08T05:00:00.000Z"
2306,11046,"Source 5","2020-05-27T05:00:00.000Z"
2307,6073,"Source 3","2019-12-24T05:00:00.000Z"
2308,4019,"Source 4","2020-11-06T05:00:00.000Z"
2309,1177,"Source 4","2019-04-18T05:00:00.000Z"
2310,7804,"Source 5","2018-10-28T05:00:00.000Z"
2311,8400,"Source 1","2018-07-15T05:00:00.000Z"
2312,4818,"Source 5","2018-03-19T05:00:00.000Z"
2313,7643,"Source 4","2019-07-21T05:00:00.000Z"
2314,2542,"Source 5","2018-11-04T05:00:00.000Z"
2315,2735,"Source 3","2018-05-31T05:00:00.000Z"
2316,9491,"Source 5","2018-01-05T05:00:00.000Z"
2317,758,"Source 4","2020-10-20T05:00:00.000Z"
2318,6202,"Source 1","2020-09-02T05:00:00.000Z"
2319,3800,"Source 1","2019-09-05T05:00:00.000Z"
2320,5030,"Source 1","2019-11-04T05:00:00.000Z"
2321,2837,"Source 4","2018-04-14T05:00:00.000Z"
2322,5500,"Source 5","2020-07-19T05:00:00.000Z"
2323,9492,"Source 3","2019-12-02T05:00:00.000Z"
2324,5882,"Source 4","2020-01-07T05:00:00.000Z"
2325,2420,"Source 2","2019-07-02T05:00:00.000Z"
2326,4468,"Source 1","2020-03-31T05:00:00.000Z"
2327,11511,"Source 3","2020-01-21T05:00:00.000Z"
2328,11055,"Source 1","2019-05-27T05:00:00.000Z"
2329,629,"Source 1","2018-08-08T05:00:00.000Z"
2330,2013,"Source 1","2020-07-21T05:00:00.000Z"
2331,1001,"Source 2","2020-01-19T05:00:00.000Z"
2332,7373,"Source 1","2018-01-20T05:00:00.000Z"
2333,8275,"Source 1","2019-12-14T05:00:00.000Z"
2334,5559,"Source 4","2019-03-02T05:00:00.000Z"
2335,7314,"Source 3","2019-10-23T05:00:00.000Z"
2336,8467,"Source 5","2020-06-04T05:00:00.000Z"
2337,7004,"Source 3","2018-07-09T05:00:00.000Z"
2338,8931,"Source 1","2020-04-15T05:00:00.000Z"
2339,7282,"Source 2","2018-07-14T05:00:00.000Z"
2340,10405,"Source 4","2020-08-15T05:00:00.000Z"
2341,8992,"Source 4","2018-04-06T05:00:00.000Z"
2342,2897,"Source 3","2020-12-19T05:00:00.000Z"
2343,5668,"Source 2","2020-12-11T05:00:00.000Z"
2344,9509,"Source 5","2018-06-18T05:00:00.000Z"
2345,5869,"Source 5","2020-05-02T05:00:00.000Z"
2346,6174,"Source 2","2019-07-25T05:00:00.000Z"
2347,1836,"Source 1","2019-09-08T05:00:00.000Z"
2348,3485,"Source 1","2020-09-20T05:00:00.000Z"
2349,2716,"Source 1","2019-06-20T05:00:00.000Z"
2350,2104,"Source 3","2018-01-25T05:00:00.000Z"
2351,4721,"Source 5","2019-04-20T05:00:00.000Z"
2352,11407,"Source 4","2018-03-10T05:00:00.000Z"
2353,4880,"Source 3","2020-08-04T05:00:00.000Z"
2354,9842,"Source 4","2018-08-29T05:00:00.000Z"
2355,732,"Source 3","2020-11-17T05:00:00.000Z"
2356,9334,"Source 1","2018-12-12T05:00:00.000Z"
2357,10396,"Source 3","2020-10-23T05:00:00.000Z"
2358,10947,"Source 4","2019-06-09T05:00:00.000Z"
2359,11260,"Source 2","2018-11-03T05:00:00.000Z"
2360,7592,"Source 4","2019-10-10T05:00:00.000Z"
2361,1552,"Source 3","2019-07-10T05:00:00.000Z"
2362,1102,"Source 3","2018-09-06T05:00:00.000Z"
2363,3081,"Source 5","2020-08-16T05:00:00.000Z"
2364,4455,"Source 5","2020-02-23T05:00:00.000Z"
2365,11160,"Source 2","2020-07-18T05:00:00.000Z"
2366,9378,"Source 3","2020-03-26T05:00:00.000Z"
2367,727,"Source 3","2019-02-24T05:00:00.000Z"
2368,1468,"Source 4","2018-08-02T05:00:00.000Z"
2369,53,"Source 4","2018-11-20T05:00:00.000Z"
2370,5106,"Source 5","2018-07-25T05:00:00.000Z"
2371,5032,"Source 3","2020-10-08T05:00:00.000Z"
2372,5870,"Source 2","2018-03-08T05:00:00.000Z"
2373,11421,"Source 2","2019-11-16T05:00:00.000Z"
2374,5229,"Source 1","2020-08-22T05:00:00.000Z"
2375,5825,"Source 4","2019-05-23T05:00:00.000Z"
2376,6244,"Source 2","2018-02-12T05:00:00.000Z"
2377,9622,"Source 2","2020-11-04T05:00:00.000Z"
2378,2480,"Source 5","2018-04-17T05:00:00.000Z"
2379,9285,"Source 4","2020-12-21T05:00:00.000Z"
2380,119,"Source 3","2020-10-12T05:00:00.000Z"
2381,7769,"Source 1","2019-07-04T05:00:00.000Z"
2382,1300,"Source 4","2020-09-03T05:00:00.000Z"
2383,4625,"Source 1","2020-10-21T05:00:00.000Z"
2384,11997,"Source 4","2020-01-03T05:00:00.000Z"
2385,6673,"Source 3","2019-06-18T05:00:00.000Z"
2386,5437,"Source 4","2019-02-28T05:00:00.000Z"
2387,6392,"Source 3","2020-05-22T05:00:00.000Z"
2388,5472,"Source 2","2018-02-13T05:00:00.000Z"
2389,7780,"Source 5","2019-01-26T05:00:00.000Z"
2390,1278,"Source 3","2019-05-24T05:00:00.000Z"
2391,8180,"Source 1","2020-11-08T05:00:00.000Z"
2392,1626,"Source 4","2019-11-04T05:00:00.000Z"
2393,10456,"Source 5","2019-01-16T05:00:00.000Z"
2394,4277,"Source 3","2019-06-05T05:00:00.000Z"
2395,2748,"Source 3","2019-10-15T05:00:00.000Z"
2396,10197,"Source 4","2020-03-09T05:00:00.000Z"
2397,8140,"Source 4","2020-11-30T05:00:00.000Z"
2398,3958,"Source 3","2019-06-23T05:00:00.000Z"
2399,309,"Source 2","2020-02-24T05:00:00.000Z"
2400,2694,"Source 1","2020-08-25T05:00:00.000Z"
2401,8462,"Source 4","2018-05-17T05:00:00.000Z"
2402,5703,"Source 5","2020-08-01T05:00:00.000Z"
2403,11356,"Source 5","2018-01-28T05:00:00.000Z"
2404,1214,"Source 1","2019-03-31T05:00:00.000Z"
2405,3705,"Source 5","2018-09-09T05:00:00.000Z"
2406,7381,"Source 5","2019-02-28T05:00:00.000Z"
2407,10406,"Source 1","2018-07-07T05:00:00.000Z"
2408,1510,"Source 4","2018-08-01T05:00:00.000Z"
2409,1642,"Source 3","2020-04-28T05:00:00.000Z"
2410,8165,"Source 4","2018-04-13T05:00:00.000Z"
2411,8910,"Source 2","2018-06-17T05:00:00.000Z"
2412,2741,"Source 5","2019-09-18T05:00:00.000Z"
2413,9158,"Source 1","2020-04-06T05:00:00.000Z"
2414,4484,"Source 3","2019-10-24T05:00:00.000Z"
2415,5924,"Source 4","2020-05-24T05:00:00.000Z"
2416,4599,"Source 2","2020-02-14T05:00:00.000Z"
2417,5110,"Source 2","2019-02-21T05:00:00.000Z"
2418,3862,"Source 3","2018-05-03T05:00:00.000Z"
2419,11242,"Source 1","2018-12-31T05:00:00.000Z"
2420,8860,"Source 4","2020-03-01T05:00:00.000Z"
2421,10948,"Source 5","2019-09-29T05:00:00.000Z"
2422,242,"Source 4","2020-05-11T05:00:00.000Z"
2423,1405,"Source 2","2018-12-03T05:00:00.000Z"
2424,7483,"Source 2","2020-06-09T05:00:00.000Z"
2425,11823,"Source 5","2018-02-05T05:00:00.000Z"
2426,6207,"Source 2","2020-08-22T05:00:00.000Z"
2427,7001,"Source 1","2018-01-26T05:00:00.000Z"
2428,46,"Source 4","2020-12-04T05:00:00.000Z"
2429,1520,"Source 5","2018-12-06T05:00:00.000Z"
2430,11719,"Source 4","2020-05-12T05:00:00.000Z"
2431,4628,"Source 3","2018-12-03T05:00:00.000Z"
2432,11690,"Source 3","2020-02-14T05:00:00.000Z"
2433,6875,"Source 4","2018-05-16T05:00:00.000Z"
2434,1255,"Source 5","2020-12-13T05:00:00.000Z"
2435,6726,"Source 3","2020-08-21T05:00:00.000Z"
2436,1340,"Source 4","2019-09-06T05:00:00.000Z"
2437,1867,"Source 2","2018-07-23T05:00:00.000Z"
2438,582,"Source 4","2019-01-08T05:00:00.000Z"
2439,5000,"Source 3","2019-05-26T05:00:00.000Z"
2440,2097,"Source 1","2019-06-15T05:00:00.000Z"
2441,3240,"Source 2","2020-01-10T05:00:00.000Z"
2442,8214,"Source 4","2018-05-03T05:00:00.000Z"
2443,10328,"Source 4","2018-09-27T05:00:00.000Z"
2444,2659,"Source 2","2020-08-15T05:00:00.000Z"
2445,4616,"Source 2","2019-06-06T05:00:00.000Z"
2446,10257,"Source 2","2020-11-12T05:00:00.000Z"
2447,10245,"Source 5","2019-12-06T05:00:00.000Z"
2448,1157,"Source 1","2019-05-05T05:00:00.000Z"
2449,11485,"Source 4","2020-11-08T05:00:00.000Z"
2450,3261,"Source 1","2018-10-07T05:00:00.000Z"
2451,269,"Source 1","2019-06-17T05:00:00.000Z"
2452,1548,"Source 5","2019-03-22T05:00:00.000Z"
2453,3666,"Source 4","2019-07-08T05:00:00.000Z"
2454,11676,"Source 5","2018-11-26T05:00:00.000Z"
2455,8801,"Source 1","2020-07-08T05:00:00.000Z"
2456,2426,"Source 5","2020-07-30T05:00:00.000Z"
2457,8637,"Source 1","2019-05-30T05:00:00.000Z"
2458,6435,"Source 5","2018-09-30T05:00:00.000Z"
2459,11102,"Source 4","2018-03-30T05:00:00.000Z"
2460,6398,"Source 4","2020-12-16T05:00:00.000Z"
2461,4851,"Source 3","2020-07-18T05:00:00.000Z"
2462,4576,"Source 4","2020-05-25T05:00:00.000Z"
2463,10289,"Source 4","2019-03-23T05:00:00.000Z"
2464,9544,"Source 1","2018-05-16T05:00:00.000Z"
2465,1419,"Source 2","2020-12-14T05:00:00.000Z"
2466,11377,"Source 1","2019-05-04T05:00:00.000Z"
2467,5453,"Source 3","2019-09-27T05:00:00.000Z"
2468,2001,"Source 5","2019-11-14T05:00:00.000Z"
2469,5489,"Source 4","2020-03-31T05:00:00.000Z"
2470,8010,"Source 1","2018-05-24T05:00:00.000Z"
2471,4446,"Source 2","2019-05-01T05:00:00.000Z"
2472,4080,"Source 1","2018-08-31T05:00:00.000Z"
2473,2029,"Source 1","2018-06-03T05:00:00.000Z"
2474,4418,"Source 4","2018-02-11T05:00:00.000Z"
2475,859,"Source 1","2018-10-07T05:00:00.000Z"
2476,8607,"Source 4","2018-08-05T05:00:00.000Z"
2477,3457,"Source 3","2019-03-25T05:00:00.000Z"
2478,9375,"Source 1","2019-09-01T05:00:00.000Z"
2479,1343,"Source 1","2018-07-01T05:00:00.000Z"
2480,1669,"Source 4","2019-04-07T05:00:00.000Z"
2481,9335,"Source 4","2019-09-28T05:00:00.000Z"
2482,5032,"Source 1","2018-05-05T05:00:00.000Z"
2483,11988,"Source 3","2018-04-08T05:00:00.000Z"
2484,8320,"Source 3","2018-09-16T05:00:00.000Z"
2485,1866,"Source 2","2018-11-22T05:00:00.000Z"
2486,5234,"Source 4","2018-09-18T05:00:00.000Z"
2487,7536,"Source 1","2020-12-16T05:00:00.000Z"
2488,1151,"Source 2","2018-11-03T05:00:00.000Z"
2489,2798,"Source 2","2019-09-08T05:00:00.000Z"
2490,3939,"Source 1","2019-08-14T05:00:00.000Z"
2491,4330,"Source 3","2019-06-15T05:00:00.000Z"
2492,7739,"Source 4","2019-06-14T05:00:00.000Z"
2493,3982,"Source 5","2018-06-26T05:00:00.000Z"
2494,11628,"Source 5","2019-09-02T05:00:00.000Z"
2495,8844,"Source 5","2020-11-15T05:00:00.000Z"
2496,545,"Source 5","2020-01-17T05:00:00.000Z"
2497,11986,"Source 5","2018-03-14T05:00:00.000Z"
2498,6847,"Source 5","2020-07-04T05:00:00.000Z"
2499,816,"Source 4","2019-08-15T05:00:00.000Z"
2500,6037,"Source 1","2020-01-08T05:00:00.000Z"
2501,11862,"Source 3","2019-11-14T05:00:00.000Z"
2502,4142,"Source 5","2018-01-13T05:00:00.000Z"
2503,253,"Source 1","2018-04-22T05:00:00.000Z"
2504,3148,"Source 4","2020-08-30T05:00:00.000Z"
2505,10362,"Source 3","2018-09-06T05:00:00.000Z"
2506,2022,"Source 4","2020-04-01T05:00:00.000Z"
2507,7869,"Source 2","2019-08-15T05:00:00.000Z"
2508,6511,"Source 5","2018-08-31T05:00:00.000Z"
2509,6250,"Source 3","2018-11-29T05:00:00.000Z"
2510,408,"Source 4","2019-12-13T05:00:00.000Z"
2511,5481,"Source 4","2020-02-27T05:00:00.000Z"
2512,4941,"Source 2","2018-05-07T05:00:00.000Z"
2513,1917,"Source 5","2020-03-12T05:00:00.000Z"
2514,2916,"Source 1","2019-08-18T05:00:00.000Z"
2515,2526,"Source 1","2019-06-20T05:00:00.000Z"
2516,11333,"Source 2","2020-11-11T05:00:00.000Z"
2517,3029,"Source 2","2019-03-21T05:00:00.000Z"
2518,11181,"Source 1","2019-11-25T05:00:00.000Z"
2519,3674,"Source 3","2018-09-15T05:00:00.000Z"
2520,4306,"Source 4","2020-01-22T05:00:00.000Z"
2521,6245,"Source 4","2019-03-04T05:00:00.000Z"
2522,2883,"Source 3","2020-07-13T05:00:00.000Z"
2523,7482,"Source 5","2019-05-14T05:00:00.000Z"
2524,8555,"Source 5","2018-06-16T05:00:00.000Z"
2525,6194,"Source 3","2020-12-29T05:00:00.000Z"
2526,9946,"Source 3","2020-09-02T05:00:00.000Z"
2527,11605,"Source 1","2020-11-02T05:00:00.000Z"
2528,3914,"Source 3","2020-06-17T05:00:00.000Z"
2529,8876,"Source 4","2019-02-28T05:00:00.000Z"
2530,4604,"Source 1","2019-03-07T05:00:00.000Z"
2531,9173,"Source 2","2018-06-08T05:00:00.000Z"
2532,1799,"Source 2","2018-10-20T05:00:00.000Z"
2533,8489,"Source 5","2019-06-18T05:00:00.000Z"
2534,10712,"Source 2","2020-07-10T05:00:00.000Z"
2535,10194,"Source 5","2019-10-04T05:00:00.000Z"
2536,640,"Source 3","2018-04-14T05:00:00.000Z"
2537,161,"Source 1","2018-12-05T05:00:00.000Z"
2538,5951,"Source 2","2018-11-14T05:00:00.000Z"
2539,3870,"Source 1","2019-03-24T05:00:00.000Z"
2540,4416,"Source 2","2018-12-18T05:00:00.000Z"
2541,6941,"Source 5","2020-07-23T05:00:00.000Z"
2542,6648,"Source 2","2019-02-13T05:00:00.000Z"
2543,6442,"Source 3","2019-09-24T05:00:00.000Z"
2544,10375,"Source 4","2018-10-04T05:00:00.000Z"
2545,9387,"Source 4","2019-06-20T05:00:00.000Z"
2546,10573,"Source 3","2019-02-04T05:00:00.000Z"
2547,4724,"Source 2","2018-06-14T05:00:00.000Z"
2548,1121,"Source 3","2019-04-19T05:00:00.000Z"
2549,7505,"Source 3","2020-04-22T05:00:00.000Z"
2550,3580,"Source 1","2020-04-13T05:00:00.000Z"
2551,1201,"Source 5","2019-10-19T05:00:00.000Z"
2552,7997,"Source 4","2020-08-05T05:00:00.000Z"
2553,1132,"Source 5","2018-03-16T05:00:00.000Z"
2554,1844,"Source 4","2019-06-28T05:00:00.000Z"
2555,10390,"Source 2","2018-05-05T05:00:00.000Z"
2556,6929,"Source 3","2019-04-10T05:00:00.000Z"
2557,5165,"Source 3","2019-02-17T05:00:00.000Z"
2558,679,"Source 4","2019-12-10T05:00:00.000Z"
2559,4355,"Source 3","2018-06-02T05:00:00.000Z"
2560,3116,"Source 5","2020-04-04T05:00:00.000Z"
2561,6262,"Source 3","2020-01-05T05:00:00.000Z"
2562,8806,"Source 5","2020-04-15T05:00:00.000Z"
2563,1918,"Source 4","2019-05-07T05:00:00.000Z"
2564,6570,"Source 4","2019-04-28T05:00:00.000Z"
2565,10808,"Source 3","2018-08-07T05:00:00.000Z"
2566,7770,"Source 3","2018-01-02T05:00:00.000Z"
2567,9692,"Source 3","2019-01-14T05:00:00.000Z"
2568,186,"Source 4","2020-07-31T05:00:00.000Z"
2569,11526,"Source 3","2018-05-10T05:00:00.000Z"
2570,3773,"Source 5","2019-09-07T05:00:00.000Z"
2571,10130,"Source 2","2020-04-18T05:00:00.000Z"
2572,8492,"Source 4","2019-12-30T05:00:00.000Z"
2573,1163,"Source 4","2018-06-14T05:00:00.000Z"
2574,3673,"Source 1","2019-10-12T05:00:00.000Z"
2575,6853,"Source 3","2020-02-19T05:00:00.000Z"
2576,1687,"Source 1","2019-12-20T05:00:00.000Z"
2577,9105,"Source 3","2019-02-10T05:00:00.000Z"
2578,370,"Source 4","2019-07-07T05:00:00.000Z"
2579,2484,"Source 1","2019-05-29T05:00:00.000Z"
2580,5872,"Source 5","2019-08-17T05:00:00.000Z"
2581,5364,"Source 1","2019-05-12T05:00:00.000Z"
2582,11979,"Source 4","2018-01-10T05:00:00.000Z"
2583,6082,"Source 4","2019-12-30T05:00:00.000Z"
2584,10990,"Source 5","2019-05-01T05:00:00.000Z"
2585,4501,"Source 5","2020-11-29T05:00:00.000Z"
2586,8921,"Source 4","2018-09-12T05:00:00.000Z"
2587,8230,"Source 1","2019-02-28T05:00:00.000Z"
2588,10202,"Source 4","2018-02-06T05:00:00.000Z"
2589,6413,"Source 2","2018-07-14T05:00:00.000Z"
2590,11113,"Source 5","2020-03-05T05:00:00.000Z"
2591,5948,"Source 5","2020-10-30T05:00:00.000Z"
2592,3823,"Source 1","2019-01-13T05:00:00.000Z"
2593,5421,"Source 5","2018-05-16T05:00:00.000Z"
2594,5895,"Source 2","2018-11-28T05:00:00.000Z"
2595,11720,"Source 4","2018-02-21T05:00:00.000Z"
2596,11857,"Source 3","2019-10-30T05:00:00.000Z"
2597,4230,"Source 2","2020-12-20T05:00:00.000Z"
2598,4536,"Source 3","2020-11-12T05:00:00.000Z"
2599,6873,"Source 3","2020-07-31T05:00:00.000Z"
2600,855,"Source 2","2020-03-14T05:00:00.000Z"
2601,11009,"Source 1","2019-11-04T05:00:00.000Z"
2602,10493,"Source 2","2019-10-03T05:00:00.000Z"
2603,7748,"Source 1","2020-03-24T05:00:00.000Z"
2604,292,"Source 4","2019-05-24T05:00:00.000Z"
2605,4926,"Source 1","2020-01-17T05:00:00.000Z"
2606,5574,"Source 2","2020-01-21T05:00:00.000Z"
2607,4489,"Source 4","2018-11-30T05:00:00.000Z"
2608,11465,"Source 1","2019-04-12T05:00:00.000Z"
